Uniprot_ID,Total_Protein_Domain_Count,Total_Protein_Repeat_Count
Q9Y2G1,1,0
Q5VVJ2,3,0
Q01538,0,0
Q9UL68,0,0
P0CAP1,0,0
P41227,1,0
Q9BXJ9,0,8
P61599,1,0
Q9H7X0,1,0
Q96RE7,2,0
Q4G0N4,0,0
Q6IA69,1,0
Q13564,0,0
Q96HR8,0,0
P17050,0,0
P54802,0,0
Q8N159,1,0
Q8IZF0,0,0
Q8WY41,0,0
P60323,0,0
Q9NR45,1,0
Q9H115,0,0
Q6XQN6,0,0
O43776,0,0
Q96I59,0,0
Q8IVL0,1,0
Q8IW45,1,0
Q8NCW5,1,0
A2RRP1,0,2
Q8NFP9,2,5
Q6ZNJ1,2,7
O60934,3,0
Q15021,0,0
P42695,0,4
Q86XI2,0,1
Q9UBB6,0,0
P14598,3,0
P19878,3,3
Q15080,3,0
Q9Y2A7,0,0
P55160,0,0
Q969V3,0,0
Q92542,0,0
Q9BTX1,0,0
Q9NXR1,0,0
Q8TB73,2,0
Q00604,1,0
Q92597,0,3
P52848,0,0
O15239,0,0
O95299,0,0
Q86Y39,0,0
Q9UI09,0,0
Q9P0J0,0,0
O43678,0,0
O95167,0,0
O00483,0,0
Q16718,0,0
P56556,0,0
O95182,0,0
P51970,2,0
Q16795,0,0
O14561,1,0
Q9Y375,0,0
Q8N183,0,0
Q9BU61,0,0
Q9P032,0,0
Q5TEU4,0,0
Q330K2,0,0
A1L188,1,0
O75438,0,0
O96000,0,0
Q9NX14,0,0
O95178,0,0
O43676,0,0
O95168,0,0
O43674,0,0
O95139,0,0
P17568,1,0
O95169,0,0
Q9Y6M9,0,0
O43677,0,0
O95298,0,0
P28331,3,0
O75306,0,0
O75489,0,0
O43181,0,0
O43920,1,0
O75380,0,0
O75251,0,0
O00217,2,0
P49821,0,0
P19404,0,0
P56181,0,0
P20929,1,235
Q8NC96,0,0
Q15223,3,0
Q96NY8,3,0
Q96PU5,6,0
P12036,1,30
P07196,1,0
Q96PY6,1,0
Q6ZWH5,1,1
Q86SG6,1,5
Q8TD19,1,6
O60524,0,0
Q6NW34,0,0
Q99519,0,4
Q13562,1,0
Q15784,1,0
Q92886,1,0
Q9Y4Z2,1,0
Q5QGS0,0,0
Q0ZGT2,1,0
P21359,2,0
P35240,1,0
O94856,11,0
O94916,1,0
Q16236,1,0
Q12857,0,0
O00712,0,0
Q14938,0,0
P19838,2,7
Q00653,2,7
P25963,0,5
Q9Y697,0,0
Q9UMS0,0,0
P01138,0,0
Q96IV0,2,0
Q9H9Q4,0,0
O14745,2,0
Q6VVB1,0,6
Q8NBF2,1,6
Q9NX24,0,0
Q6T4R5,0,0
P14543,9,4
Q7RTP0,0,0
Q0D2K0,0,0
Q6KC79,0,5
Q86X76,1,0
Q8N5F7,0,0
P43699,0,0
O95096,0,0
P52952,0,0
P78367,0,0
Q9C056,0,0
Q9NZ94,0,0
Q8N0W4,0,0
Q9NPP4,2,12
Q9C000,4,6
P59046,3,8
Q9NX02,2,8
Q96P20,3,9
P59047,2,13
P59044,2,5
Q8WX94,2,9
P56597,0,0
Q9HAN9,0,0
Q9BZQ4,0,0
P40261,0,0
Q13423,0,0
O60393,0,0
Q9HC29,3,9
Q96S42,0,0
Q13253,0,0
Q15233,2,0
Q9NPE3,0,0
O00567,1,0
O75052,1,0
P35228,2,0
P29474,2,0
P46531,36,9
Q04721,35,9
P0DPK4,6,0
Q9UM47,34,8
Q9UNW9,3,0
O15118,1,0
P61916,0,0
O15259,1,0
Q7Z494,0,11
O75161,0,0
O60500,9,0
Q9NP85,0,0
P06748,0,0
Q6UXI9,6,0
P01160,0,0
P20594,2,0
P17342,0,0
Q8WTW4,0,0
Q12980,0,0
Q15818,1,0
P51843,1,4
Q15466,1,0
Q96RI1,1,0
Q9Y5X4,1,0
P10589,1,0
P24468,1,0
P04150,1,0
P08235,1,0
P43354,1,0
Q92570,1,0
Q13285,1,0
Q15406,1,0
Q86VF7,1,44
P01111,0,0
Q92823,11,0
Q02297,2,0
P56975,1,0
P54845,1,0
Q86YC3,2,21
Q9ULB1,9,0
Q9P2S2,9,0
Q96L73,5,0
O96028,5,0
Q15738,0,0
P46459,0,0
Q96MF7,0,0
Q96MG7,1,0
Q6X4W1,0,0
Q9H0G5,0,0
Q08J23,0,0
Q9H649,0,0
Q8TEA1,1,0
P49902,0,0
Q9H0P0,0,0
P21589,0,0
P34130,0,0
P78549,1,0
O95631,5,0
Q96CW9,4,0
P04629,4,2
Q16620,5,2
Q8TB37,0,0
Q8IVD9,1,0
P50583,1,0
P53370,1,0
P57740,0,0
Q8WUM0,0,0
Q12769,0,0
Q5SRE5,0,0
P35658,0,51
Q7Z3B4,0,9
P37198,0,5
Q9BW27,0,0
Q99567,0,0
Q8N1F7,0,0
P52948,1,0
Q96E22,0,0
Q6DKJ4,1,0
Q9P2P1,3,0
Q9GZU5,1,11
P00973,0,0
P04181,0,0
Q5VST9,65,0
O75147,15,0
Q04671,0,0
Q16625,2,0
Q01968,2,0
Q96M63,0,0
Q5T2S8,0,10
A5D8V7,0,0
Q96NG3,0,8
Q17RF5,0,0
P11926,0,0
O75665,1,0
Q02218,0,0
Q9ULD0,0,0
Q5TC84,0,0
O15527,0,0
O15294,0,13
O95897,1,0
Q9UBC0,0,0
Q9H6K4,0,0
Q14982,3,0
O60890,2,0
O14841,0,0
P04000,0,0
P04001,0,0
P03999,0,0
Q96CV9,0,0
Q13415,1,0
O43929,0,0
Q9Y5N6,0,0
Q9H1P3,0,0
Q9NPF4,0,0
Q99650,4,0
Q86WC4,0,0
P00480,0,0
Q7RTW8,0,0
Q9HC10,7,0
Q6ZRI0,7,0
Q3ZCN5,7,0
Q96G74,1,0
Q8N6M0,1,0
Q8TE49,1,0
Q96BN8,1,0
P32243,0,0
Q9BRP0,0,0
Q15070,0,0
P55809,0,0
Q96P68,0,0
Q8N573,3,0
P51575,0,0
Q9UBL9,0,0
Q9H244,0,0
Q32P28,1,4
Q8IVL5,1,4
O15460,1,1
P07237,2,0
Q9NXG6,3,0
P11940,5,0
Q4VXU2,5,0
Q86U42,1,0
Q6VY07,0,0
Q86VP3,0,0
Q9UKS6,2,0
Q9ULW8,0,0
Q6TGC4,0,0
P43034,1,7
P00439,1,0
P22234,0,0
Q13153,2,0
O75914,2,0
Q86YC2,0,7
Q9Y3D7,0,0
Q504Q3,2,4
Q9BZ23,0,0
Q9NVE7,0,0
Q96RD7,0,0
Q9BXP8,5,0
O95340,0,0
Q99497,0,0
O95453,1,0
Q2NL67,1,0
Q7L3T8,0,0
C9JE40,0,0
P15863,0,0
Q02962,0,0
P23760,0,0
O43316,0,0
Q02548,0,0
P26367,0,0
P23759,0,0
Q06710,0,0
P55771,0,0
P40424,1,0
P11498,4,0
A6NGG8,0,0
P61457,0,0
Q15366,3,0
P05165,3,0
P05166,2,0
Q9NPG4,6,0
Q96QU1,11,0
Q8TAB3,6,0
Q9Y5F7,6,0
P35227,0,0
P35558,0,0
Q16822,0,0
Q9Y6V0,3,0
O95613,0,0
P29120,2,0
Q8NBP7,2,0
P49585,0,3
Q99447,0,0
Q9BUL8,0,0
Q8WUM4,1,0
Q9Y233,3,0
Q9HCR9,3,0
Q6L8Q7,0,0
Q01064,1,0
O00408,3,0
Q14432,1,0
Q08499,1,0
P16499,3,0
P35913,3,0
P51160,3,0
O43924,0,0
P18545,0,0
Q13956,0,0
O95263,2,0
P01127,0,0
P16234,6,0
P09619,6,0
Q15198,2,0
P08559,0,0
P29803,0,0
P11177,0,0
O00330,2,0
Q15084,2,0
Q15120,1,0
Q53GG5,2,0
Q9P0J1,1,0
Q5T2R2,0,0
Q86YH6,0,0
P52945,0,0
O00764,0,0
P01213,0,0
Q9H5P4,3,0
Q8NEN9,2,0
P12955,0,0
A0A1W2PR82,0,0
Q96FX8,0,0
P0DJ07,0,0
Q6UWS5,0,0
O43933,0,0
O60683,0,0
O96011,0,0
O00623,0,0
Q92968,1,0
O75381,0,0
Q9Y5Y5,0,0
P40855,0,0
P28328,0,0
Q7Z412,0,0
P56589,0,0
P50542,0,7
Q13608,0,0
O00628,0,6
P17858,0,0
P08237,0,0
P07737,0,0
P15259,0,0
Q75T13,0,0
Q9UHJ9,0,0
Q96FM1,0,0
P00558,0,0
P36871,0,0
Q6PCE3,0,0
O95394,0,0
O00264,1,0
Q9C0D0,0,4
P78562,1,0
Q96QT6,1,0
Q96BD5,0,0
Q7RTV0,0,0
Q8IWS0,0,0
Q9UPP1,1,0
O43175,0,0
Q8WWQ0,2,8
P46020,0,0
P46019,0,0
Q93100,0,0
P15735,1,0
Q86UU1,2,0
O14813,0,0
Q99453,0,0
O14832,0,0
Q9BTU6,1,0
P42356,2,0
Q9UBF8,2,0
Q8WXW3,0,0
Q13492,1,0
Q9HB75,3,7
Q92508,0,0
Q9H5I5,0,0
P37287,0,0
Q92521,0,0
Q92535,0,0
Q07326,0,0
Q5H8A4,0,0
Q14442,0,0
Q92643,0,0
Q9Y2B2,0,0
Q9H3S5,0,0
O95427,0,0
Q8TEQ8,0,0
P57054,0,0
Q9BRB3,0,0
Q96S52,0,0
Q969N2,0,0
Q9H490,0,0
Q9NUD9,0,0
Q7Z7B1,0,0
Q3MUY2,0,0
O00443,6,0
P42336,5,0
O00329,5,0
P48736,5,0
P27986,4,0
O00459,4,0
Q8WYR1,0,0
Q9Y2I7,2,0
Q9BXM7,1,0
O60331,1,0
Q9UG56,0,0
Q9BZ71,1,0
Q5JRX3,0,0
P78337,0,0
Q99697,0,0
O75364,0,0
Q8NG27,0,0
Q0ZLH3,0,0
P98161,25,2
Q8TDX9,5,0
Q13563,1,0
Q504Y2,1,0
P08F94,15,9
Q86WI1,17,9
P30613,0,0
Q13835,0,9
Q99959,0,8
P47712,2,0
P39877,0,0
O60733,1,9
Q13093,0,0
Q9Y263,2,13
P53816,1,0
Q6DJT9,0,0
Q9UM63,0,0
P00750,5,0
P00749,3,0
Q9NQ66,3,0
Q00722,3,0
Q01970,3,0
Q15147,3,0
P51178,6,0
Q9P212,6,0
P19174,10,0
P16885,7,0
Q4KWH8,7,0
Q86YW0,4,0
Q13393,4,0
Q96BZ4,2,0
Q15149,3,37
Q6IQ23,3,0
Q9H7P9,2,0
O94827,2,0
Q9Y4G2,3,0
Q8IWE5,2,0
P00747,7,0
O60240,0,0
Q96Q06,0,27
P53350,3,0
O00444,4,0
P26678,0,0
Q02809,1,0
O00469,1,0
O60568,1,0
P60201,0,0
O94903,0,0
Q14651,6,0
P13797,6,0
Q9BX97,0,0
Q9UIW2,5,0
O75051,5,0
P51805,5,0
O15031,4,0
Q9Y4D7,4,0
Q969W9,0,0
Q8TBY8,0,0
O15305,0,0
P02689,0,0
Q01453,0,0
Q10713,0,0
O75439,0,0
P54278,0,0
Q15126,0,0
Q8N490,0,0
Q96T60,1,0
Q8NA58,0,0
P00491,0,0
Q8N8W4,1,0
Q96AD5,1,0
Q8IY17,1,0
Q9NP80,1,0
Q9NVS9,0,0
Q8TCS8,2,0
Q8NBT0,0,7
Q8TC44,0,7
Q8NA72,0,3
O00592,0,0
Q8WVV4,0,0
Q9H488,0,0
Q8NBL1,0,0
Q7Z3K3,2,0
P09884,0,0
P28340,0,0
P49005,0,0
Q15054,0,0
Q07864,0,0
P56282,0,0
P54098,0,0
Q9UHN1,0,0
Q9Y253,1,0
O95602,0,0
Q9H9Y6,0,0
O15160,0,0
P0DPB6,0,0
P19387,0,0
O14802,0,0
Q9NW08,0,0
Q9BUI4,0,0
Q9H1D9,0,0
Q9BT43,0,0
Q9Y535,0,0
Q9Y2Y1,0,0
O00411,0,0
P01189,0,0
Q8WZA1,1,0
Q8NAT1,1,0
Q9H5K3,1,0
Q9Y244,0,0
Q9Y6A1,3,0
Q9UKY4,3,0
Q99575,0,0
Q9HBU9,0,0
Q9HBV1,0,0
P16435,2,0
Q9H237,0,0
Q9NUX5,0,0
P28069,1,0
P20265,1,0
P20264,1,0
P49335,1,0
Q01851,1,0
Q15319,1,0
Q01860,1,0
Q9H2U2,0,0
P37231,1,0
Q9HAB8,0,0
O75145,3,0
Q86W92,3,0
P23284,1,0
Q9Y3C6,1,0
O43314,0,0
O15297,1,0
Q8N3J5,1,0
P50336,0,0
P62140,0,0
O14974,0,6
Q8WUF5,1,2
Q5SWA1,0,0
Q6ZMI0,0,0
Q16821,1,0
Q6ZSY5,1,0
P67775,0,0
P30153,0,15
P30154,0,15
Q00005,0,7
Q969Q6,2,0
Q13362,0,0
Q14738,0,8
Q08209,0,0
P50897,0,0
O60828,1,15
Q92733,0,0
Q00LT1,0,0
Q9H4Q4,1,0
Q9H4Q3,1,0
P57071,1,0
Q9HAZ2,1,0
Q9NQX1,1,0
Q9NQX0,1,0
Q06830,1,0
P30048,1,0
Q4J6C6,0,0
P14222,3,0
Q92954,2,61
Q96MT3,4,0
Q7Z3G6,4,0
P49642,0,0
Q96LW4,0,0
P17612,2,0
P22694,2,0
Q9UGJ0,4,0
P10644,0,0
P31321,0,0
P17252,3,0
P05771,3,0
Q05655,3,0
P05129,3,0
P14314,5,0
Q15139,2,0
P78527,3,5
Q13976,2,0
Q13237,2,0
O60260,1,0
O75569,3,0
P16471,2,0
Q9NVM4,2,0
F7VJQ1,0,0
P04070,4,0
Q9UNN8,0,0
O43272,0,0
P58294,0,0
Q9HC23,0,0
Q8TCW9,0,0
Q8NFJ6,0,0
O43490,0,0
O75360,0,0
O15091,1,0
P07225,7,0
P22891,4,0
Q9UMS4,1,7
O43395,1,0
Q8WWY3,1,0
O43172,0,7
O94906,0,9
Q6P2Q9,1,0
P41219,1,0
P23942,0,0
P60891,0,0
Q9ULL5,0,0
Q7Z6L0,0,0
P54821,0,0
P07477,1,0
P56730,6,0
P0CW18,1,0
Q86TP1,0,0
Q9BXM0,1,55
P07602,6,0
Q9Y617,0,0
P49768,0,0
P49810,0,0
Q9NZ42,0,0
P11801,1,0
P25788,0,0
P40306,0,0
P28070,0,0
P28062,0,0
P28065,0,0
P17980,0,0
Q9P2W1,0,0
P62195,0,0
O00232,1,0
Q92530,0,0
Q969U7,0,0
P78330,0,0
O43586,2,0
P26599,4,0
Q96EY7,0,10
Q13635,1,0
Q9Y6C5,1,0
Q96NR3,1,0
Q6ISU1,0,0
P48651,0,0
P60484,2,0
Q7RTS3,1,0
Q16647,0,0
P23219,1,0
P01270,0,0
Q03431,0,0
P12272,0,0
Q15257,0,0
Q8WUK0,1,0
Q06124,3,0
Q05209,1,0
Q12923,8,0
Q15678,2,0
P17706,1,0
Q9H3S7,2,8
P29074,3,0
P08575,4,0
Q12913,10,0
Q16827,9,0
Q9UMZ3,19,0
Q9Y3E5,0,0
Q6GMV3,0,0
Q03393,0,0
P26022,1,0
Q9UHX1,3,0
Q14671,1,8
Q00577,0,3
Q9Y606,0,0
Q9BZE2,0,0
Q96PZ0,1,0
P15151,3,0
Q92626,7,8
P32322,0,0
Q96C36,0,0
P06737,0,0
P11217,0,0
Q8WU10,0,0
P47897,0,0
P09417,0,0
Q2TAL8,1,0
Q9H0J4,0,0
Q9H0R6,0,0
Q6ZRP7,2,0
P62491,0,0
Q15907,0,0
P61106,0,0
Q9NP72,0,0
P62820,0,0
Q9ULC3,0,0
P51159,0,0
P51157,0,0
Q13637,0,0
Q9H082,0,0
P0DI83,0,13
Q96DA2,0,0
P20336,0,0
Q15042,0,0
Q9H2M9,0,0
P51148,0,0
P51149,0,0
Q9Y3P9,2,0
P63000,0,0
P15153,0,0
P60763,0,0
Q9H0H5,1,0
O60216,0,0
Q92878,1,0
Q06609,1,0
O43502,0,0
O75771,0,0
Q9Y620,2,0
Q92698,2,0
P04049,2,0
P15918,0,0
P55895,0,0
Q7Z5J4,0,0
P11233,0,0
Q6GYQ0,1,0
P49792,5,31
P61224,0,0
P52306,0,5
Q13702,0,7
P10276,1,0
P10826,1,0
P54136,0,0
Q5T160,0,0
P20936,6,0
Q15283,4,0
O95267,4,0
Q7LDG7,4,0
Q9Y2V3,0,0
Q96IS3,0,0
P06400,0,0
Q8TDY2,0,0
Q15291,0,6
Q16576,0,7
Q99708,0,0
Q9BYM8,1,0
O43251,1,0
Q08999,0,0
P0DW28,0,0
Q5T481,1,0
Q9Y5S9,1,0
P10745,0,4
P02753,0,0
Q06330,1,0
Q9H1K0,1,0
Q5TC82,0,0
P53805,0,0
Q8NDN9,2,6
Q7Z3Z2,0,0
Q8TC12,0,0
Q96NR8,0,0
Q92781,0,0
Q9NYR8,0,0
P35241,1,0
Q7Z4M0,0,0
P46063,2,0
O94761,2,0
Q9H902,0,0
Q9BRK0,0,0
Q96HR9,0,0
Q04864,1,0
Q04206,1,0
Q01201,1,0
P78509,9,16
Q969Z4,0,1
P00797,1,0
Q9P2R6,3,0
Q13127,0,0
P07949,2,0
Q9H6L5,0,0
Q9Y3B8,1,0
P35251,1,0
P35249,0,0
Q96AA3,0,0
Q6PCD5,0,3
P48380,0,0
Q33E94,0,0
P48382,0,0
Q8HWS3,0,0
Q2KHR2,0,0
O14593,0,5
O00287,0,0
P47804,0,0
P41220,1,0
O75916,3,0
Q6ZS82,0,0
Q02094,0,0
Q96CC6,0,0
Q6PJF5,0,0
P18577,0,0
Q15382,0,0
P08100,0,0
P61586,0,0
P62745,0,0
Q9BYZ6,2,0
P84095,0,0
Q15669,0,0
Q4ADV7,0,2
O95786,5,0
Q5EBL4,2,0
Q9UQ26,4,0
Q8WYP3,3,0
Q6NUQ1,1,0
Q13546,2,0
P57078,1,10
Q9Y4F9,0,0
Q5TAB7,0,0
Q92963,0,0
P12271,1,0
Q9NVW2,0,0
Q9H9A7,0,0
Q9NWS8,0,0
O60930,1,0
O75792,1,0
Q5TBB1,0,0
Q8TDP1,0,0
Q05823,2,9
O00584,0,0
O15541,0,0
Q96EQ8,0,0
O43567,1,0
Q8WU17,0,0
Q8IYW5,0,0
Q96K19,0,0
Q99496,0,0
Q495C1,0,0
Q63HN8,0,0
Q9NWF9,0,0
Q5VTB9,0,0
Q96EP0,2,0
Q68DV7,0,0
Q9Y252,0,0
P13489,0,15
Q96LT9,2,0
Q9Y6N7,8,0
Q9HCK4,8,0
Q96MS0,8,0
Q8WZ75,4,0
Q9GZN7,0,0
Q03395,0,0
Q01973,4,0
Q01974,4,0
P35398,1,0
Q92753,1,0
P51449,1,0
P56715,2,0
Q8IWN7,2,28
O75695,1,0
Q8TA86,0,0
P27694,0,0
Q16518,0,0
Q92834,0,6
Q96KN7,1,0
Q68CZ1,2,0
P49247,0,0
P27635,0,0
P62913,0,0
P26373,0,0
P61313,0,0
P18621,0,0
Q07020,0,0
P46778,0,0
P62829,0,0
P61254,0,0
P61353,1,0
P62899,0,0
P18077,0,0
Q9Y3U8,0,0
Q92901,0,0
P46777,0,0
P32969,0,0
P46783,0,0
P62263,0,0
P62841,0,0
P08708,0,0
P39019,0,0
P60866,0,0
P62266,0,0
P62847,0,0
P62854,0,0
P42677,0,0
P62979,1,0
P62857,0,0
P62273,0,0
P51812,3,0
P23443,2,0
P62081,0,0
P08865,0,5
Q9HB90,0,0
Q9NQL2,0,0
P10301,0,0
P62070,0,0
Q92766,0,0
P23921,1,0
Q7LG56,0,0
Q9Y3A4,1,0
O15537,1,0
Q8WYR4,0,6
Q86UC2,0,0
Q5TD94,0,0
Q9H1X1,0,0
Q2MKA7,1,2
Q6UXX9,1,1
Q2I0M5,1,1
Q96DX4,1,0
Q96IZ7,0,0
Q9NZ71,1,0
O75298,1,0
Q8WWV3,1,0
Q86VV8,0,0
Q92622,1,0
Q01196,1,0
Q06455,1,0
Q13950,1,0
Q8N2Y8,2,0
Q9Y2B1,0,0
P21817,9,6
Q92736,8,4
Q15413,8,4
O95136,0,0
Q9NZJ4,3,0
P10523,0,0
Q9NSC2,0,0
Q9Y467,0,0
Q9UJQ4,0,0
Q96NU1,1,0
Q8N8I0,1,0
Q7Z3H4,1,0
Q5K651,1,0
Q8IVG5,1,0
Q9Y3Z3,2,0
Q9Y6B6,0,0
P49591,0,0
Q9NP81,0,0
Q15020,2,8
O94885,3,0
O75995,2,0
Q6UVJ0,1,0
Q01826,2,0
Q9UPW6,2,0
Q9Y3A5,0,0
O95248,6,0
Q86WG5,6,0
O75845,1,0
O95104,2,0
Q8TAC9,0,0
Q9BY12,0,0
Q8WTV0,0,0
Q14108,0,0
Q96GP6,7,0
O76038,6,0
Q96NL6,0,0
Q9Y5Y9,1,4
Q9UI33,0,4
P35498,1,4
Q07699,1,0
Q99250,1,4
O60939,1,0
Q9NY46,1,4
Q9NY72,1,0
P35499,1,4
Q8IWT1,1,0
Q14524,1,4
Q9UQD0,1,4
Q15858,1,4
Q9BWG6,0,0
P37088,0,0
P51168,0,0
P51170,0,0
O75880,0,0
O43819,1,0
P22307,1,0
Q8IX30,10,0
Q96KG9,1,3
Q6P3W7,1,1
Q86SQ7,0,0
P31040,0,0
A6NFY7,0,0
Q9NX18,0,0
P21912,2,0
Q99643,0,0
O14521,0,0
Q8NEX9,0,0
Q15436,0,1
Q15437,0,1
O94855,0,1
O94979,0,8
P61619,0,0
P60468,0,0
Q9UGP8,3,0
Q96T21,0,0
Q9UBV2,1,11
Q13228,0,0
Q9C0D9,0,0
Q9NZV5,1,0
Q14563,2,0
Q99985,2,0
O95025,3,0
O15041,2,0
Q13275,2,0
Q9H3S1,3,0
Q9H3T3,1,0
P49903,0,0
Q9HD40,0,0
Q8IYM1,1,0
Q9UHD8,1,0
Q96JX3,0,0
Q13530,0,0
Q86VE9,0,0
P01009,0,0
P01011,0,0
P08185,0,0
P35237,0,0
O75635,0,0
P50452,0,0
P01008,0,0
P05546,0,2
P05121,0,0
P36955,0,0
P08697,0,0
P05155,0,7
P50454,0,0
Q99574,0,0
Q01105,0,0
Q9Y6X0,0,3
O15047,3,0
Q9UPS6,3,0
Q9BYW2,4,0
Q9C0A6,1,0
Q7Z333,0,0
Q15637,1,0
O75533,0,11
Q13435,1,0
Q15427,2,0
Q6FHJ7,2,0
Q8IWL2,2,0
Q8IWL1,2,0
P07988,4,0
P11686,1,0
Q6P4A7,0,0
Q16586,0,0
Q16585,0,0
Q92629,0,0
O43556,0,0
Q13326,0,0
Q8NHU3,0,0
Q5FBB7,0,0
Q562F6,0,0
O95470,0,0
P51688,0,0
Q96HU1,3,0
Q9NRF2,2,0
Q9UQQ2,2,0
O60880,1,0
P78314,2,0
Q99961,2,0
Q96B97,3,0
A1X283,5,0
Q8TF17,2,8
Q9Y566,3,6
Q9H0F6,1,0
Q15465,0,0
P34897,0,0
Q5VXU9,0,0
Q9UQ13,0,20
O15266,0,0
Q6PI26,1,0
Q8TF72,3,0
Q9ULL8,2,0
P14410,2,0
Q8IUQ4,0,0
Q99720,0,0
P57059,2,0
Q9Y2K2,2,0
Q9H173,0,0
P81133,5,0
Q96ST3,3,0
O75182,3,0
O60292,2,0
Q8N6T7,1,0
Q15475,0,0
Q9NPC8,0,0
O95343,0,0
Q8N196,0,0
O95475,0,0
P12755,0,0
Q15477,2,0
Q6PGP7,0,20
Q2VWA4,0,0
Q14973,0,0
Q12908,0,0
Q0GE19,0,0
P49281,0,0
Q13621,0,0
P55011,0,0
P55017,0,0
Q9H2X9,0,0
Q9UHW9,0,0
Q9BXP2,0,0
Q9BZW2,0,0
Q8WWT9,0,0
Q86YT5,0,0
P53985,0,0
Q6ZSM3,0,0
P36021,0,0
Q9NRA2,0,0
Q8NDX2,0,0
Q9BYT1,0,0
Q05940,0,0
Q16572,0,0
P41440,0,0
O60779,0,0
Q9BZV2,0,0
P43005,0,0
P43004,0,0
P43003,0,0
P43007,0,0
Q8WUM9,0,0
Q08357,0,0
Q96S37,0,0
Q96BI1,0,0
O76082,0,0
O60721,0,2
Q8NFF2,0,2
Q71RS6,0,0
P53007,0,3
Q02978,0,3
O75746,4,3
Q9UJS0,4,3
Q9Y619,0,3
Q9HC21,0,3
O43772,0,3
Q9BQT8,0,3
Q9H936,0,3
Q6NUK1,4,3
Q70HW3,0,3
Q00325,0,3
Q9H2D1,0,3
Q96CQ1,0,3
Q96DW6,0,3
P12235,0,3
Q86VD7,0,3
Q96AG3,0,2
P50443,1,0
P40879,1,0
O43511,1,0
P58743,1,0
Q8TE54,1,0
Q96RN1,1,0
Q6P1M0,0,0
Q9BZD2,0,0
P11166,0,0
O95528,0,0
P11168,0,0
Q9NRM0,0,0
Q6XR72,0,0
Q9BRI3,0,0
Q8TAD4,0,0
Q8NEW0,0,0
Q6PML9,0,0
O15431,0,0
Q9H598,0,0
O00400,0,0
Q06495,0,0
O95436,0,0
Q8N130,0,0
P78382,0,0
P78381,0,0
Q9Y2D2,0,0
Q8TB61,0,0
Q96A29,0,0
Q9NTN3,0,0
Q8NCC5,0,0
Q99624,0,0
A6NNN8,0,0
Q96H72,0,0
Q15043,0,0
Q6P5W5,0,0
Q6ZMH5,0,0
Q92504,0,0
Q9C0K1,0,0
Q07837,0,0
Q9NP59,0,0
Q8WWI5,0,0
Q9Y2W3,0,0
Q9UMX9,0,0
Q96NT5,0,0
P02730,0,0
Q6U841,0,0
Q8NBS3,0,0
P48751,0,0
Q9Y6R1,0,0
Q9NWF4,0,0
Q9HAB3,0,0
Q9NQ40,0,0
P13866,0,0
P31639,0,0
Q92911,0,0
Q9Y289,0,0
Q9GZV3,0,0
Q6ZP29,2,0
P30531,0,0
Q9H1V8,0,0
Q695T7,0,0
Q01959,0,0
Q9Y345,0,0
P31641,0,0
P48029,0,0
P48067,0,0
Q8TBB6,0,0
Q01650,0,0
Q96CW6,0,0
P82251,0,0
P19634,0,0
P48764,0,0
Q92581,0,0
Q96T83,0,0
Q92959,1,0
Q8IX21,0,0
P0C7P3,0,0
O94813,17,20
Q96PX8,4,12
Q9H156,3,12
Q9H5Y7,4,11
P55000,1,0
Q8IY92,1,0
Q15796,2,0
P84022,2,0
Q13485,2,0
O43541,2,0
O15198,2,0
P28370,4,0
P51531,5,0
P51532,5,0
O60264,4,0
Q9H4L7,4,0
Q9NZC9,4,0
Q12824,0,2
Q92922,6,0
Q8TAQ2,6,0
Q96GM5,1,0
Q92925,1,0
Q969G3,0,0
Q14683,1,0
Q9UQE7,1,0
Q8IY18,0,0
A6NHR9,1,0
Q8ND04,0,0
Q9H0W8,0,0
Q16637,1,0
Q99835,1,0
Q9H4F8,5,0
Q9H3U7,5,0
P17405,1,0
Q9NXE4,0,0
Q9UHP9,0,0
P52788,1,0
O43623,0,0
P60880,2,0
O95721,1,0
Q5SXM2,5,0
O95295,0,0
P37840,0,4
Q16143,0,4
Q96H20,0,0
Q8TAD8,1,0
O75643,6,0
P14678,1,5
P62304,1,0
Q13424,4,0
O95149,1,0
Q9Y5X0,1,0
Q9Y5W7,3,0
Q96L92,3,0
O15524,2,0
P00441,0,0
Q5JUK2,1,0
Q9NX45,1,0
P18583,2,23
Q00796,0,0
Q92673,18,10
Q07889,4,0
Q07890,4,0
Q9BQB4,1,0
P56693,0,0
P35716,0,0
Q9H6I2,1,0
P35713,1,0
P48431,0,0
P41225,0,0
Q06945,0,0
P35711,0,0
P35712,0,0
P48436,0,0
Q9HB58,3,0
Q3SY56,0,0
Q8TDD2,0,0
Q07617,0,9
P09486,3,0
Q8N0X7,2,0
Q9UBP0,1,0
Q8NHS9,0,0
Q9P0W8,0,0
Q9H0A9,0,0
Q69YQ0,1,0
Q9C093,1,0
Q15772,13,0
Q96T58,6,0
Q96JI7,0,0
Q9NZD8,1,0
Q9UQ90,0,0
P17947,0,0
Q14159,0,0
Q56A73,0,0
P00995,1,0
Q9NQ38,15,0
O43291,2,0
Q8IVW8,0,0
O43791,2,0
Q5T280,0,0
Q13103,0,0
Q8TCT8,1,0
P35270,0,0
Q7Z699,3,0
Q7Z698,3,0
Q9H040,1,0
O43609,1,0
Q9C004,1,0
P02549,4,20
